source,url,description,concepts,,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S114347A,Determine the unknown whole number in a multiplication or division equation relating three whole numbers.,"[{""text"":""Natural number"",""relevance"":""0.975512"",""dbpedia"":""http://dbpedia.org/resource/Natural_number"",""freebase"":""http://rdf.freebase.com/ns/m.05d2f"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVie2ZwpEbGdrcN5Y29ycA""},{""text"":""Division"",""relevance"":""0.714956"",""dbpedia"":""http://dbpedia.org/resource/Division_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.0f1xw"",""yago"":""http://yago-knowledge.org/resource/Division_(mathematics)""},{""text"":""Integer"",""relevance"":""0.689621"",""dbpedia"":""http://dbpedia.org/resource/Integer"",""freebase"":""http://rdf.freebase.com/ns/m.03rv4"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVieEpwpEbGdrcN5Y29ycA""},{""text"":""Multiplication"",""relevance"":""0.685293"",""dbpedia"":""http://dbpedia.org/resource/Multiplication"",""freebase"":""http://rdf.freebase.com/ns/m.057mq""},{""text"":""Real number"",""relevance"":""0.683099"",""dbpedia"":""http://dbpedia.org/resource/Real_number"",""freebase"":""http://rdf.freebase.com/ns/m.06dvm"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvViAmJwpEbGdrcN5Y29ycA""},{""text"":""Field"",""relevance"":""0.645145"",""dbpedia"":""http://dbpedia.org/resource/Field_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.02w23""},{""text"":""Group"",""relevance"":""0.614707"",""dbpedia"":""http://dbpedia.org/resource/Group_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.04xl4""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S114347C,Understand division as an unknown-factor problem.,"[{""text"":""Mathematics"",""relevance"":""0.849104"",""dbpedia"":""http://dbpedia.org/resource/Mathematics"",""freebase"":""http://rdf.freebase.com/ns/m.04rjg"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjHd5wpEbGdrcN5Y29ycA""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S114347D,"Fluently multiply and divide within 100, using strategies such as the relationship between multiplication and division (e.g., knowing that 8 ï¿½ï¿½ 5 = 40, one knows 40 ï¿½ï¿½ 5 = 8) or properties of operations. By the end of Grade 3, know from memory all products of two one-digit numbers.","[{""text"":""Multiplication"",""relevance"":""0.948416"",""dbpedia"":""http://dbpedia.org/resource/Multiplication"",""freebase"":""http://rdf.freebase.com/ns/m.057mq""},{""text"":""Division"",""relevance"":""0.928559"",""dbpedia"":""http://dbpedia.org/resource/Division_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.0f1xw"",""yago"":""http://yago-knowledge.org/resource/Division_(mathematics)""},{""text"":""Elementary arithmetic"",""relevance"":""0.841338"",""dbpedia"":""http://dbpedia.org/resource/Elementary_arithmetic"",""freebase"":""http://rdf.freebase.com/ns/m.05b_vw""},{""text"":""Matrix"",""relevance"":""0.807624"",""dbpedia"":""http://dbpedia.org/resource/Matrix_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.0xjzz"",""yago"":""http://yago-knowledge.org/resource/Matrix_(mathematics)""},{""text"":""Abacus"",""relevance"":""0.798123"",""dbpedia"":""http://dbpedia.org/resource/Abacus"",""freebase"":""http://rdf.freebase.com/ns/m.0hq8""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S114347E,Solve two-step word problems using the four operations. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.,"[{""text"":""The Unknown"",""relevance"":""0.91136"",""dbpedia"":""http://dbpedia.org/resource/The_Unknown""},{""text"":""The Great Unknown"",""relevance"":""0.8704"",""dbpedia"":""http://dbpedia.org/resource/The_Great_Unknown""},{""text"":""Problem solving"",""relevance"":""0.862208"",""dbpedia"":""http://dbpedia.org/resource/Problem_solving"",""freebase"":""http://rdf.freebase.com/ns/m.053w_z""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S114347F,"Identify arithmetic patterns (including patterns in the addition table or multiplication table), and explain them using properties of operations.","[{""text"":""Multiplication"",""relevance"":""0.971432"",""dbpedia"":""http://dbpedia.org/resource/Multiplication"",""freebase"":""http://rdf.freebase.com/ns/m.057mq""},{""text"":""Elementary arithmetic"",""relevance"":""0.902138"",""dbpedia"":""http://dbpedia.org/resource/Elementary_arithmetic"",""freebase"":""http://rdf.freebase.com/ns/m.05b_vw""},{""text"":""Operation"",""relevance"":""0.75443"",""dbpedia"":""http://dbpedia.org/resource/Operation_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.0bl6y5""},{""text"":""Addition"",""relevance"":""0.743789"",""dbpedia"":""http://dbpedia.org/resource/Addition"",""freebase"":""http://rdf.freebase.com/ns/m.0gmqy""},{""text"":""Abacus"",""relevance"":""0.711018"",""dbpedia"":""http://dbpedia.org/resource/Abacus"",""freebase"":""http://rdf.freebase.com/ns/m.0hq8""},{""text"":""Integer"",""relevance"":""0.686885"",""dbpedia"":""http://dbpedia.org/resource/Integer"",""freebase"":""http://rdf.freebase.com/ns/m.03rv4"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVieEpwpEbGdrcN5Y29ycA""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S114349A,"Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 ï¿½ï¿½ 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.","[{""text"":""Inequation"",""relevance"":""0.912749"",""dbpedia"":""http://dbpedia.org/resource/Inequation"",""freebase"":""http://rdf.freebase.com/ns/m.0m9zs""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S114349B,"Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.","[{""text"":""Problem solving"",""relevance"":""0.915043"",""dbpedia"":""http://dbpedia.org/resource/Problem_solving"",""freebase"":""http://rdf.freebase.com/ns/m.053w_z""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S114349C,"Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.","[{""text"":""The Unknown"",""relevance"":""0.91136"",""dbpedia"":""http://dbpedia.org/resource/The_Unknown""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S114349D,Find all factor pairs for a whole number in the range 1ï¿½ï¿½ï¿½100. Recognize that a whole number is a multiple of each of its factors. Determine whether a given whole number in the range 1ï¿½ï¿½ï¿½100 is a multiple of a given one-digit number. Determine whether a given whole number in the range 1ï¿½ï¿½ï¿½100 is prime or composite.,"[{""text"":""Arithmetic"",""relevance"":""0.902541"",""dbpedia"":""http://dbpedia.org/resource/Arithmetic"",""freebase"":""http://rdf.freebase.com/ns/m.013sg"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVil8pwpEbGdrcN5Y29ycA""},{""text"":""Prime number"",""relevance"":""0.860342"",""dbpedia"":""http://dbpedia.org/resource/Prime_number"",""freebase"":""http://rdf.freebase.com/ns/m.05x5j"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjrdZwpEbGdrcN5Y29ycA""},{""text"":""Natural number"",""relevance"":""0.849408"",""dbpedia"":""http://dbpedia.org/resource/Natural_number"",""freebase"":""http://rdf.freebase.com/ns/m.05d2f"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVie2ZwpEbGdrcN5Y29ycA""},{""text"":""Integer sequences"",""relevance"":""0.774257"",""dbpedia"":""http://dbpedia.org/resource/Integer_sequences""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S114349E,Generate a number or shape pattern that follows a given rule. Identify apparent features of the pattern that were not explicit in the rule itself.,"[{""text"":""The Chronicles of Amber"",""relevance"":""0.9072"",""dbpedia"":""http://dbpedia.org/resource/The_Chronicles_of_Amber"",""freebase"":""http://rdf.freebase.com/ns/m.0ldz4"",""yago"":""http://yago-knowledge.org/resource/The_Chronicles_of_Amber""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11434EB,"Use parentheses, brackets, or braces in numerical expressions, and evaluate expressions with these symbols.","[{""text"":""Bracket"",""relevance"":""0.886784"",""dbpedia"":""http://dbpedia.org/resource/Bracket"",""freebase"":""http://rdf.freebase.com/ns/m.0g58v""},{""text"":""Perl"",""relevance"":""0.82944"",""website"":""http://www.perl.org/"",""dbpedia"":""http://dbpedia.org/resource/Perl"",""freebase"":""http://rdf.freebase.com/ns/m.05zrn"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rwJYhSpwpEbGdrcN5Y29ycA"",""yago"":""http://yago-knowledge.org/resource/Perl""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11434EC,"Write simple expressions that record calculations with numbers, and interpret numerical expressions without evaluating them.","[{""text"":""Number"",""relevance"":""0.886784"",""dbpedia"":""http://dbpedia.org/resource/Number"",""freebase"":""http://rdf.freebase.com/ns/m.05fwb""},{""text"":""Mathematics"",""relevance"":""0.82944"",""dbpedia"":""http://dbpedia.org/resource/Mathematics"",""freebase"":""http://rdf.freebase.com/ns/m.04rjg"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjHd5wpEbGdrcN5Y29ycA""},{""text"":""Numbers"",""relevance"":""0.825224"",""dbpedia"":""http://dbpedia.org/resource/Numbers""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11434ED,"Generate two numerical patterns using two given rules. Identify apparent relationships between corresponding terms. Form ordered pairs consisting of corresponding terms from the two patterns, and graph the ordered pairs on a coordinate plane.","[{""text"":""Mathematics"",""relevance"":""0.9122"",""dbpedia"":""http://dbpedia.org/resource/Mathematics"",""freebase"":""http://rdf.freebase.com/ns/m.04rjg"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjHd5wpEbGdrcN5Y29ycA""},{""text"":""Ordered pair"",""relevance"":""0.79672"",""dbpedia"":""http://dbpedia.org/resource/Ordered_pair"",""freebase"":""http://rdf.freebase.com/ns/m.05lr1"",""yago"":""http://yago-knowledge.org/resource/Ordered_pair""},{""text"":""Number"",""relevance"":""0.782"",""dbpedia"":""http://dbpedia.org/resource/Number"",""freebase"":""http://rdf.freebase.com/ns/m.05fwb""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S1143423,"Compose and decompose numbers from 11 to 19 into ten ones and some further ones, e.g., by using objects or drawings, and record each composition or decomposition by a drawing or equation (e.g., 18 = 10 + 8); understand that these numbers are composed of ten ones and one, two, three, four, five, six, seven, eight, or nine ones.","[{""text"":""Composition"",""relevance"":""0.949819"",""dbpedia"":""http://dbpedia.org/resource/Composition""},{""text"":""Composition"",""relevance"":""0.864973"",""dbpedia"":""http://dbpedia.org/resource/Composition_(number_theory)"",""freebase"":""http://rdf.freebase.com/ns/m.02p3kj""},{""text"":""Exponentiation"",""relevance"":""0.767946"",""dbpedia"":""http://dbpedia.org/resource/Exponentiation"",""freebase"":""http://rdf.freebase.com/ns/m.0pdd2""},{""text"":""Decomposition"",""relevance"":""0.644805"",""dbpedia"":""http://dbpedia.org/resource/Decomposition"",""freebase"":""http://rdf.freebase.com/ns/m.019trv"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjDHpwpEbGdrcN5Y29ycA""},{""text"":""Drawing"",""relevance"":""0.627417"",""dbpedia"":""http://dbpedia.org/resource/Drawing"",""freebase"":""http://rdf.freebase.com/ns/m.02csf""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S1143442,"Compare two two-digit numbers based on meanings of the tens and ones digits, recording the results of comparisons with the symbols >, =, and <.","[{""text"":""Comparison"",""relevance"":""0.886784"",""dbpedia"":""http://dbpedia.org/resource/Comparison""},{""text"":""Comparisons"",""relevance"":""0.8704"",""dbpedia"":""http://dbpedia.org/resource/Comparisons""},{""text"":""Numerical digit"",""relevance"":""0.862208"",""dbpedia"":""http://dbpedia.org/resource/Numerical_digit"",""freebase"":""http://rdf.freebase.com/ns/m.01pnwl""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S1143441,Understand that the two digits of a two-digit number represent amounts of tens and ones. Understand the following as special cases:,"[{""text"":""English-language films"",""relevance"":""0.918233"",""dbpedia"":""http://dbpedia.org/resource/English-language_films""},{""text"":""Following"",""relevance"":""0.91136"",""dbpedia"":""http://dbpedia.org/resource/Following"",""freebase"":""http://rdf.freebase.com/ns/m.047gphb""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S1143440,"Count to 120, starting at any number less than 120. In this range, read and write numerals and represent a number of objects with a written numeral.","[{""text"":""Number"",""relevance"":""0.949112"",""dbpedia"":""http://dbpedia.org/resource/Number"",""freebase"":""http://rdf.freebase.com/ns/m.05fwb""},{""text"":""Numeral system"",""relevance"":""0.794073"",""dbpedia"":""http://dbpedia.org/resource/Numeral_system"",""freebase"":""http://rdf.freebase.com/ns/m.059n4"",""yago"":""http://yago-knowledge.org/resource/Numeral_system""},{""text"":""Natural number"",""relevance"":""0.628174"",""dbpedia"":""http://dbpedia.org/resource/Natural_number"",""freebase"":""http://rdf.freebase.com/ns/m.05d2f"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVie2ZwpEbGdrcN5Y29ycA""},{""text"":""Dyslexia"",""relevance"":""0.622524"",""dbpedia"":""http://dbpedia.org/resource/Dyslexia"",""freebase"":""http://rdf.freebase.com/ns/m.029sk"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rv-HnCpwpEbGdrcN5Y29ycA""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S1143457,"Understand that the three digits of a three-digit number represent amounts of hundreds, tens, and ones; e.g., 706 equals 7 hundreds, 0 tens, and 6 ones. Understand the following as special cases:","[{""text"":""English-language films"",""relevance"":""0.918233"",""dbpedia"":""http://dbpedia.org/resource/English-language_films""},{""text"":""Following"",""relevance"":""0.91136"",""dbpedia"":""http://dbpedia.org/resource/Following"",""freebase"":""http://rdf.freebase.com/ns/m.047gphb""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S1143458,"Count within 1000; skip-count by 5s, 10s, and 100s.",[],,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S1143459,"Read and write numbers to 1000 using base-ten numerals, number names, and expanded form.","[{""text"":""Number"",""relevance"":""0.976615"",""dbpedia"":""http://dbpedia.org/resource/Number"",""freebase"":""http://rdf.freebase.com/ns/m.05fwb""},{""text"":""Numeral system"",""relevance"":""0.714198"",""dbpedia"":""http://dbpedia.org/resource/Numeral_system"",""freebase"":""http://rdf.freebase.com/ns/m.059n4"",""yago"":""http://yago-knowledge.org/resource/Numeral_system""},{""text"":""Grammatical number"",""relevance"":""0.492738"",""dbpedia"":""http://dbpedia.org/resource/Grammatical_number"",""freebase"":""http://rdf.freebase.com/ns/m.0bm3p""},{""text"":""Names of large numbers"",""relevance"":""0.479195"",""dbpedia"":""http://dbpedia.org/resource/Names_of_large_numbers"",""freebase"":""http://rdf.freebase.com/ns/m.06mknv"",""yago"":""http://yago-knowledge.org/resource/Names_of_large_numbers""},{""text"":""Japanese numerals"",""relevance"":""0.474012"",""dbpedia"":""http://dbpedia.org/resource/Japanese_numerals"",""freebase"":""http://rdf.freebase.com/ns/m.012pth"",""yago"":""http://yago-knowledge.org/resource/Japanese_numerals""},{""text"":""Numbers"",""relevance"":""0.472112"",""dbpedia"":""http://dbpedia.org/resource/Numbers""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S114345A,"Compare two three-digit numbers based on meanings of the hundreds, tens, and ones digits, using >, =, and < symbols to record the results of comparisons.","[{""text"":""Comparison"",""relevance"":""0.886784"",""dbpedia"":""http://dbpedia.org/resource/Comparison""},{""text"":""Comparisons"",""relevance"":""0.8704"",""dbpedia"":""http://dbpedia.org/resource/Comparisons""},{""text"":""Numerical digit"",""relevance"":""0.862208"",""dbpedia"":""http://dbpedia.org/resource/Numerical_digit"",""freebase"":""http://rdf.freebase.com/ns/m.01pnwl""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S1143443,"Add within 100, including adding a two-digit number and a one-digit number, and adding a two-digit number and a multiple of 10, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used. Understand that in adding two-digit numbers, one adds tens and tens, ones and ones; and sometimes it is necessary to compose a ten.","[{""text"":""Arithmetic"",""relevance"":""0.928599"",""dbpedia"":""http://dbpedia.org/resource/Arithmetic"",""freebase"":""http://rdf.freebase.com/ns/m.013sg"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVil8pwpEbGdrcN5Y29ycA""},{""text"":""Addition"",""relevance"":""0.89355"",""dbpedia"":""http://dbpedia.org/resource/Addition"",""freebase"":""http://rdf.freebase.com/ns/m.0gmqy""},{""text"":""Subtraction"",""relevance"":""0.86595"",""dbpedia"":""http://dbpedia.org/resource/Subtraction"",""freebase"":""http://rdf.freebase.com/ns/m.0jt6w""}]",,,,,,
